cell,weekday,hour,count,n_days,expected_per_occurrence
"12.974,77.509",Tuesday,9,4,21,0.19047619047619047
"12.974,77.509",Wednesday,2,4,21,0.19047619047619047
"12.974,77.509",Wednesday,3,1,21,0.047619047619047616
"12.974,77.509",Wednesday,4,1,21,0.047619047619047616
"12.974,77.509",Wednesday,5,2,21,0.09523809523809523
"12.974,77.509",Wednesday,7,4,21,0.19047619047619047
"12.974,77.51",Wednesday,11,1,21,0.047619047619047616
"12.974,77.513",Saturday,3,1,22,0.045454545454545456
"12.974,77.513",Sunday,3,4,22,0.18181818181818182
"12.974,77.53",Tuesday,2,6,21,0.2857142857142857
"12.974,77.538",Friday,2,1,22,0.045454545454545456
"12.974,77.538",Saturday,4,2,22,0.09090909090909091
"12.974,77.538",Saturday,5,1,22,0.045454545454545456
"12.974,77.538",Saturday,6,1,22,0.045454545454545456
"12.974,77.538",Saturday,10,2,22,0.09090909090909091
"12.974,77.538",Saturday,11,2,22,0.09090909090909091
"12.974,77.538",Sunday,8,1,22,0.045454545454545456
"12.974,77.538",Sunday,9,3,22,0.13636363636363635
"12.974,77.538",Sunday,10,1,22,0.045454545454545456
"12.974,77.538",Sunday,11,3,22,0.13636363636363635
"12.974,77.538",Tuesday,5,2,21,0.09523809523809523
"12.974,77.538",Wednesday,6,1,21,0.047619047619047616
"12.974,77.539",Monday,9,3,22,0.13636363636363635
"12.974,77.539",Sunday,11,4,22,0.18181818181818182
"12.974,77.539",Thursday,9,1,21,0.047619047619047616
"12.974,77.539",Thursday,10,1,21,0.047619047619047616
"12.974,77.54",Monday,10,3,22,0.13636363636363635
"12.974,77.54",Sunday,9,2,22,0.09090909090909091
"12.974,77.54",Thursday,9,21,21,1.0
"12.974,77.54",Tuesday,5,1,21,0.047619047619047616
"12.974,77.541",Friday,1,2,22,0.09090909090909091
"12.974,77.541",Friday,11,1,22,0.045454545454545456
"12.974,77.541",Monday,10,2,22,0.09090909090909091
"12.974,77.541",Monday,11,1,22,0.045454545454545456
"12.974,77.541",Saturday,10,2,22,0.09090909090909091
"12.974,77.541",Thursday,9,5,21,0.23809523809523808
"12.974,77.542",Friday,0,1,22,0.045454545454545456
"12.974,77.542",Friday,1,4,22,0.18181818181818182
"12.974,77.542",Friday,5,1,22,0.045454545454545456
"12.974,77.542",Friday,8,2,22,0.09090909090909091
"12.974,77.542",Monday,4,1,22,0.045454545454545456
"12.974,77.542",Sunday,4,3,22,0.13636363636363635
"12.974,77.542",Thursday,9,2,21,0.09523809523809523
"12.974,77.542",Wednesday,3,1,21,0.047619047619047616
"12.974,77.542",Wednesday,4,1,21,0.047619047619047616
"12.974,77.543",Friday,1,1,22,0.045454545454545456
"12.974,77.543",Friday,2,1,22,0.045454545454545456
"12.974,77.543",Sunday,3,1,22,0.045454545454545456
"12.974,77.543",Tuesday,2,1,21,0.047619047619047616
"12.974,77.543",Tuesday,6,1,21,0.047619047619047616
"12.974,77.544",Friday,3,2,22,0.09090909090909091
"12.974,77.544",Friday,4,1,22,0.045454545454545456
"12.974,77.544",Monday,11,5,22,0.22727272727272727
"12.974,77.544",Saturday,2,7,22,0.3181818181818182
"12.974,77.544",Saturday,6,1,22,0.045454545454545456
"12.974,77.544",Thursday,2,1,21,0.047619047619047616
"12.974,77.544",Thursday,3,2,21,0.09523809523809523
"12.974,77.544",Thursday,4,1,21,0.047619047619047616
"12.974,77.544",Thursday,6,1,21,0.047619047619047616
"12.974,77.544",Tuesday,2,1,21,0.047619047619047616
"12.974,77.544",Tuesday,3,12,21,0.5714285714285714
"12.974,77.544",Tuesday,5,1,21,0.047619047619047616
"12.974,77.544",Tuesday,6,1,21,0.047619047619047616
"12.974,77.544",Tuesday,9,2,21,0.09523809523809523
"12.974,77.545",Friday,1,2,22,0.09090909090909091
"12.974,77.545",Friday,2,6,22,0.2727272727272727
"12.974,77.545",Friday,3,54,22,2.4545454545454546
"12.974,77.545",Friday,4,44,22,2.0
"12.974,77.545",Friday,5,27,22,1.2272727272727273
"12.974,77.545",Friday,6,52,22,2.3636363636363638
"12.974,77.545",Friday,7,19,22,0.8636363636363636
"12.974,77.545",Friday,8,8,22,0.36363636363636365
"12.974,77.545",Friday,9,21,22,0.9545454545454546
"12.974,77.545",Friday,10,3,22,0.13636363636363635
"12.974,77.545",Friday,11,8,22,0.36363636363636365
"12.974,77.545",Friday,13,27,22,1.2272727272727273
"12.974,77.545",Monday,2,3,22,0.13636363636363635
"12.974,77.545",Monday,3,2,22,0.09090909090909091
"12.974,77.545",Monday,4,2,22,0.09090909090909091
"12.974,77.545",Monday,5,7,22,0.3181818181818182
"12.974,77.545",Monday,6,2,22,0.09090909090909091
"12.974,77.545",Monday,7,15,22,0.6818181818181818
"12.974,77.545",Monday,8,16,22,0.7272727272727273
"12.974,77.545",Monday,9,4,22,0.18181818181818182
"12.974,77.545",Monday,10,3,22,0.13636363636363635
"12.974,77.545",Monday,11,8,22,0.36363636363636365
"12.974,77.545",Monday,12,1,22,0.045454545454545456
"12.974,77.545",Monday,13,1,22,0.045454545454545456
"12.974,77.545",Monday,14,6,22,0.2727272727272727
"12.974,77.545",Saturday,2,42,22,1.9090909090909092
"12.974,77.545",Saturday,3,64,22,2.909090909090909
"12.974,77.545",Saturday,4,22,22,1.0
"12.974,77.545",Saturday,5,15,22,0.6818181818181818
"12.974,77.545",Saturday,6,12,22,0.5454545454545454
"12.974,77.545",Saturday,8,1,22,0.045454545454545456
"12.974,77.545",Saturday,9,11,22,0.5
"12.974,77.545",Saturday,10,2,22,0.09090909090909091
"12.974,77.545",Saturday,11,3,22,0.13636363636363635
"12.974,77.545",Sunday,0,5,22,0.22727272727272727
"12.974,77.545",Sunday,1,3,22,0.13636363636363635
"12.974,77.545",Sunday,2,9,22,0.4090909090909091
"12.974,77.545",Sunday,3,8,22,0.36363636363636365
"12.974,77.545",Sunday,4,18,22,0.8181818181818182
"12.974,77.545",Sunday,5,3,22,0.13636363636363635
"12.974,77.545",Sunday,6,1,22,0.045454545454545456
"12.974,77.545",Sunday,7,3,22,0.13636363636363635
"12.974,77.545",Sunday,8,19,22,0.8636363636363636
"12.974,77.545",Sunday,9,20,22,0.9090909090909091
"12.974,77.545",Sunday,10,15,22,0.6818181818181818
"12.974,77.545",Sunday,11,28,22,1.2727272727272727
"12.974,77.545",Sunday,12,13,22,0.5909090909090909
"12.974,77.545",Thursday,2,11,21,0.5238095238095238
"12.974,77.545",Thursday,3,21,21,1.0
"12.974,77.545",Thursday,4,60,21,2.857142857142857
"12.974,77.545",Thursday,5,2,21,0.09523809523809523
"12.974,77.545",Thursday,6,67,21,3.1904761904761907
"12.974,77.545",Thursday,7,29,21,1.380952380952381
"12.974,77.545",Thursday,8,26,21,1.2380952380952381
"12.974,77.545",Thursday,9,18,21,0.8571428571428571
"12.974,77.545",Thursday,10,40,21,1.9047619047619047
"12.974,77.545",Thursday,11,37,21,1.7619047619047619
"12.974,77.545",Thursday,12,3,21,0.14285714285714285
"12.974,77.545",Thursday,16,2,21,0.09523809523809523
"12.974,77.545",Tuesday,2,3,21,0.14285714285714285
"12.974,77.545",Tuesday,3,28,21,1.3333333333333333
"12.974,77.545",Tuesday,4,53,21,2.5238095238095237
"12.974,77.545",Tuesday,5,71,21,3.380952380952381
"12.974,77.545",Tuesday,6,70,21,3.3333333333333335
"12.974,77.545",Tuesday,7,2,21,0.09523809523809523
"12.974,77.545",Tuesday,8,99,21,4.714285714285714
"12.974,77.545",Tuesday,9,69,21,3.2857142857142856
"12.974,77.545",Tuesday,10,8,21,0.38095238095238093
"12.974,77.545",Tuesday,11,13,21,0.6190476190476191
"12.974,77.545",Tuesday,12,5,21,0.23809523809523808
"12.974,77.545",Wednesday,2,6,21,0.2857142857142857
"12.974,77.545",Wednesday,3,33,21,1.5714285714285714
"12.974,77.545",Wednesday,4,124,21,5.904761904761905
"12.974,77.545",Wednesday,5,4,21,0.19047619047619047
"12.974,77.545",Wednesday,6,9,21,0.42857142857142855
"12.974,77.545",Wednesday,7,6,21,0.2857142857142857
"12.974,77.545",Wednesday,8,93,21,4.428571428571429
"12.974,77.545",Wednesday,9,39,21,1.8571428571428572
"12.974,77.545",Wednesday,10,32,21,1.5238095238095237
"12.974,77.545",Wednesday,11,22,21,1.0476190476190477
"12.974,77.545",Wednesday,14,3,21,0.14285714285714285
"12.974,77.546",Friday,0,19,22,0.8636363636363636
"12.974,77.546",Friday,1,5,22,0.22727272727272727
"12.974,77.546",Friday,2,4,22,0.18181818181818182
"12.974,77.546",Friday,3,22,22,1.0
"12.974,77.546",Friday,4,2,22,0.09090909090909091
"12.974,77.546",Friday,5,4,22,0.18181818181818182
"12.974,77.546",Friday,6,33,22,1.5
"12.974,77.546",Friday,7,1,22,0.045454545454545456
"12.974,77.546",Friday,8,1,22,0.045454545454545456
"12.974,77.546",Friday,9,3,22,0.13636363636363635
"12.974,77.546",Friday,11,19,22,0.8636363636363636
"12.974,77.546",Monday,4,4,22,0.18181818181818182
"12.974,77.546",Monday,5,7,22,0.3181818181818182
"12.974,77.546",Monday,10,2,22,0.09090909090909091
"12.974,77.546",Monday,14,2,22,0.09090909090909091
"12.974,77.546",Saturday,3,54,22,2.4545454545454546
"12.974,77.546",Saturday,4,53,22,2.409090909090909
"12.974,77.546",Saturday,5,4,22,0.18181818181818182
"12.974,77.546",Saturday,6,3,22,0.13636363636363635
"12.974,77.546",Saturday,9,2,22,0.09090909090909091
"12.974,77.546",Sunday,3,1,22,0.045454545454545456
"12.974,77.546",Sunday,4,20,22,0.9090909090909091
"12.974,77.546",Sunday,6,3,22,0.13636363636363635
"12.974,77.546",Sunday,7,1,22,0.045454545454545456
"12.974,77.546",Sunday,9,2,22,0.09090909090909091
"12.974,77.546",Sunday,10,5,22,0.22727272727272727
"12.974,77.546",Sunday,12,6,22,0.2727272727272727
"12.974,77.546",Thursday,3,9,21,0.42857142857142855
"12.974,77.546",Thursday,4,10,21,0.47619047619047616
"12.974,77.546",Thursday,5,16,21,0.7619047619047619
"12.974,77.546",Thursday,6,26,21,1.2380952380952381
"12.974,77.546",Thursday,7,19,21,0.9047619047619048
"12.974,77.546",Thursday,8,2,21,0.09523809523809523
"12.974,77.546",Thursday,10,4,21,0.19047619047619047
"12.974,77.546",Thursday,11,10,21,0.47619047619047616
"12.974,77.546",Thursday,12,2,21,0.09523809523809523
"12.974,77.546",Thursday,16,1,21,0.047619047619047616
"12.974,77.546",Tuesday,4,59,21,2.8095238095238093
"12.974,77.546",Tuesday,5,126,21,6.0
"12.974,77.546",Tuesday,6,17,21,0.8095238095238095
"12.974,77.546",Tuesday,7,19,21,0.9047619047619048
"12.974,77.546",Tuesday,8,9,21,0.42857142857142855
"12.974,77.546",Tuesday,9,59,21,2.8095238095238093
"12.974,77.546",Tuesday,11,12,21,0.5714285714285714
"12.974,77.546",Wednesday,2,1,21,0.047619047619047616
"12.974,77.546",Wednesday,3,8,21,0.38095238095238093
"12.974,77.546",Wednesday,5,9,21,0.42857142857142855
"12.974,77.546",Wednesday,6,11,21,0.5238095238095238
"12.974,77.546",Wednesday,7,4,21,0.19047619047619047
"12.974,77.546",Wednesday,8,47,21,2.238095238095238
"12.974,77.546",Wednesday,9,43,21,2.0476190476190474
"12.974,77.546",Wednesday,10,2,21,0.09523809523809523
"12.974,77.546",Wednesday,13,4,21,0.19047619047619047
"12.974,77.546",Wednesday,14,2,21,0.09523809523809523
"12.974,77.547",Friday,0,2,22,0.09090909090909091
"12.974,77.547",Friday,3,3,22,0.13636363636363635
"12.974,77.547",Friday,4,1,22,0.045454545454545456
"12.974,77.547",Friday,5,9,22,0.4090909090909091
"12.974,77.547",Friday,6,3,22,0.13636363636363635
"12.974,77.547",Friday,7,6,22,0.2727272727272727
"12.974,77.547",Friday,8,1,22,0.045454545454545456
"12.974,77.547",Friday,9,37,22,1.6818181818181819
"12.974,77.547",Friday,10,11,22,0.5
"12.974,77.547",Friday,11,13,22,0.5909090909090909
"12.974,77.547",Monday,2,3,22,0.13636363636363635
"12.974,77.547",Monday,14,3,22,0.13636363636363635
"12.974,77.547",Saturday,4,27,22,1.2272727272727273
"12.974,77.547",Saturday,5,11,22,0.5
"12.974,77.547",Saturday,6,29,22,1.3181818181818181
"12.974,77.547",Saturday,10,2,22,0.09090909090909091
"12.974,77.547",Saturday,11,1,22,0.045454545454545456
"12.974,77.547",Sunday,3,11,22,0.5
"12.974,77.547",Sunday,4,20,22,0.9090909090909091
"12.974,77.547",Sunday,5,3,22,0.13636363636363635
"12.974,77.547",Sunday,6,1,22,0.045454545454545456
"12.974,77.547",Sunday,7,2,22,0.09090909090909091
"12.974,77.547",Sunday,8,7,22,0.3181818181818182
"12.974,77.547",Sunday,10,8,22,0.36363636363636365
"12.974,77.547",Sunday,11,1,22,0.045454545454545456
"12.974,77.547",Sunday,12,5,22,0.22727272727272727
"12.974,77.547",Thursday,4,2,21,0.09523809523809523
"12.974,77.547",Thursday,5,7,21,0.3333333333333333
"12.974,77.547",Thursday,6,22,21,1.0476190476190477
"12.974,77.547",Thursday,7,1,21,0.047619047619047616
"12.974,77.547",Thursday,8,3,21,0.14285714285714285
"12.974,77.547",Thursday,10,2,21,0.09523809523809523
"12.974,77.547",Thursday,13,1,21,0.047619047619047616
"12.974,77.547",Thursday,14,1,21,0.047619047619047616
"12.974,77.547",Tuesday,4,2,21,0.09523809523809523
"12.974,77.547",Tuesday,5,4,21,0.19047619047619047
"12.974,77.547",Tuesday,6,2,21,0.09523809523809523
"12.974,77.547",Tuesday,8,30,21,1.4285714285714286
"12.974,77.547",Tuesday,9,7,21,0.3333333333333333
"12.974,77.547",Tuesday,10,17,21,0.8095238095238095
"12.974,77.547",Wednesday,2,17,21,0.8095238095238095
"12.974,77.547",Wednesday,3,29,21,1.380952380952381
"12.974,77.547",Wednesday,4,27,21,1.2857142857142858
"12.974,77.547",Wednesday,8,18,21,0.8571428571428571
"12.974,77.547",Wednesday,9,4,21,0.19047619047619047
"12.974,77.547",Wednesday,10,7,21,0.3333333333333333
"12.974,77.547",Wednesday,11,1,21,0.047619047619047616
"12.974,77.547",Wednesday,15,2,21,0.09523809523809523
"12.974,77.548",Friday,0,1,22,0.045454545454545456
"12.974,77.548",Friday,3,11,22,0.5
"12.974,77.548",Friday,4,4,22,0.18181818181818182
"12.974,77.548",Friday,5,8,22,0.36363636363636365
"12.974,77.548",Friday,6,6,22,0.2727272727272727
"12.974,77.548",Friday,9,2,22,0.09090909090909091
"12.974,77.548",Friday,11,11,22,0.5
"12.974,77.548",Monday,2,7,22,0.3181818181818182
"12.974,77.548",Monday,4,1,22,0.045454545454545456
"12.974,77.548",Monday,5,19,22,0.8636363636363636
"12.974,77.548",Monday,9,1,22,0.045454545454545456
"12.974,77.548",Monday,10,20,22,0.9090909090909091
"12.974,77.548",Monday,11,22,22,1.0
"12.974,77.548",Monday,12,5,22,0.22727272727272727
"12.974,77.548",Saturday,3,3,22,0.13636363636363635
"12.974,77.548",Saturday,4,1,22,0.045454545454545456
"12.974,77.548",Saturday,5,3,22,0.13636363636363635
"12.974,77.548",Saturday,10,1,22,0.045454545454545456
"12.974,77.548",Saturday,11,3,22,0.13636363636363635
"12.974,77.548",Saturday,12,2,22,0.09090909090909091
"12.974,77.548",Sunday,3,1,22,0.045454545454545456
"12.974,77.548",Sunday,6,3,22,0.13636363636363635
"12.974,77.548",Sunday,8,1,22,0.045454545454545456
"12.974,77.548",Sunday,9,1,22,0.045454545454545456
"12.974,77.548",Sunday,10,5,22,0.22727272727272727
"12.974,77.548",Sunday,11,10,22,0.45454545454545453
"12.974,77.548",Thursday,3,4,21,0.19047619047619047
"12.974,77.548",Thursday,4,1,21,0.047619047619047616
"12.974,77.548",Thursday,5,5,21,0.23809523809523808
"12.974,77.548",Thursday,6,3,21,0.14285714285714285
"12.974,77.548",Thursday,7,2,21,0.09523809523809523
"12.974,77.548",Thursday,10,2,21,0.09523809523809523
"12.974,77.548",Thursday,11,12,21,0.5714285714285714
"12.974,77.548",Thursday,16,1,21,0.047619047619047616
"12.974,77.548",Tuesday,1,7,21,0.3333333333333333
"12.974,77.548",Tuesday,5,2,21,0.09523809523809523
"12.974,77.548",Tuesday,8,1,21,0.047619047619047616
"12.974,77.548",Tuesday,10,3,21,0.14285714285714285
"12.974,77.548",Tuesday,12,1,21,0.047619047619047616
"12.974,77.548",Wednesday,3,8,21,0.38095238095238093
"12.974,77.548",Wednesday,4,1,21,0.047619047619047616
"12.974,77.548",Wednesday,5,7,21,0.3333333333333333
"12.974,77.548",Wednesday,8,4,21,0.19047619047619047
"12.974,77.548",Wednesday,9,17,21,0.8095238095238095
"12.974,77.548",Wednesday,10,25,21,1.1904761904761905
"12.974,77.548",Wednesday,11,3,21,0.14285714285714285
"12.974,77.548",Wednesday,12,1,21,0.047619047619047616
"12.974,77.548",Wednesday,15,5,21,0.23809523809523808
"12.974,77.549",Friday,7,2,22,0.09090909090909091
"12.974,77.549",Monday,3,14,22,0.6363636363636364
"12.974,77.549",Monday,4,1,22,0.045454545454545456
"12.974,77.549",Monday,11,16,22,0.7272727272727273
"12.974,77.549",Saturday,2,2,22,0.09090909090909091
"12.974,77.549",Saturday,10,1,22,0.045454545454545456
"12.974,77.549",Saturday,11,1,22,0.045454545454545456
"12.974,77.549",Saturday,12,2,22,0.09090909090909091
"12.974,77.549",Sunday,10,1,22,0.045454545454545456
"12.974,77.549",Tuesday,9,1,21,0.047619047619047616
"12.974,77.549",Tuesday,10,1,21,0.047619047619047616
"12.974,77.549",Tuesday,11,1,21,0.047619047619047616
"12.974,77.549",Wednesday,6,10,21,0.47619047619047616
"12.974,77.55",Friday,2,2,22,0.09090909090909091
"12.974,77.55",Friday,6,1,22,0.045454545454545456
"12.974,77.55",Friday,11,1,22,0.045454545454545456
"12.974,77.55",Monday,3,4,22,0.18181818181818182
"12.974,77.55",Monday,4,1,22,0.045454545454545456
"12.974,77.55",Monday,8,3,22,0.13636363636363635
"12.974,77.55",Monday,10,1,22,0.045454545454545456
"12.974,77.55",Monday,14,6,22,0.2727272727272727
"12.974,77.55",Saturday,4,2,22,0.09090909090909091
"12.974,77.55",Saturday,5,1,22,0.045454545454545456
"12.974,77.55",Saturday,10,2,22,0.09090909090909091
"12.974,77.55",Saturday,11,1,22,0.045454545454545456
"12.974,77.55",Saturday,13,3,22,0.13636363636363635
"12.974,77.55",Sunday,1,1,22,0.045454545454545456
"12.974,77.55",Sunday,3,1,22,0.045454545454545456
"12.974,77.55",Sunday,6,3,22,0.13636363636363635
"12.974,77.55",Sunday,10,10,22,0.45454545454545453
"12.974,77.55",Sunday,11,12,22,0.5454545454545454
"12.974,77.55",Sunday,12,1,22,0.045454545454545456
"12.974,77.55",Sunday,13,1,22,0.045454545454545456
"12.974,77.55",Thursday,1,2,21,0.09523809523809523
"12.974,77.55",Thursday,2,2,21,0.09523809523809523
"12.974,77.55",Thursday,3,4,21,0.19047619047619047
"12.974,77.55",Thursday,6,4,21,0.19047619047619047
"12.974,77.55",Thursday,7,1,21,0.047619047619047616
"12.974,77.55",Thursday,13,1,21,0.047619047619047616
"12.974,77.55",Tuesday,2,1,21,0.047619047619047616
"12.974,77.55",Tuesday,3,1,21,0.047619047619047616
"12.974,77.55",Tuesday,6,3,21,0.14285714285714285
"12.974,77.55",Tuesday,7,2,21,0.09523809523809523
"12.974,77.55",Tuesday,8,1,21,0.047619047619047616
"12.974,77.55",Tuesday,11,17,21,0.8095238095238095
"12.974,77.55",Tuesday,12,10,21,0.47619047619047616
"12.974,77.55",Wednesday,2,1,21,0.047619047619047616
"12.974,77.55",Wednesday,3,6,21,0.2857142857142857
"12.974,77.55",Wednesday,4,1,21,0.047619047619047616
"12.974,77.55",Wednesday,9,2,21,0.09523809523809523
"12.974,77.55",Wednesday,11,3,21,0.14285714285714285
"12.974,77.551",Friday,2,6,22,0.2727272727272727
"12.974,77.551",Friday,3,13,22,0.5909090909090909
"12.974,77.551",Friday,4,1,22,0.045454545454545456
"12.974,77.551",Friday,5,5,22,0.22727272727272727
"12.974,77.551",Friday,6,14,22,0.6363636363636364
"12.974,77.551",Friday,7,16,22,0.7272727272727273
"12.974,77.551",Friday,9,16,22,0.7272727272727273
"12.974,77.551",Friday,10,63,22,2.8636363636363638
"12.974,77.551",Friday,11,51,22,2.3181818181818183
"12.974,77.551",Friday,13,28,22,1.2727272727272727
"12.974,77.551",Friday,14,7,22,0.3181818181818182
"12.974,77.551",Monday,2,1,22,0.045454545454545456
"12.974,77.551",Monday,4,32,22,1.4545454545454546
"12.974,77.551",Monday,5,4,22,0.18181818181818182
"12.974,77.551",Monday,6,27,22,1.2272727272727273
"12.974,77.551",Monday,7,12,22,0.5454545454545454
"12.974,77.551",Monday,9,42,22,1.9090909090909092
"12.974,77.551",Monday,10,25,22,1.1363636363636365
"12.974,77.551",Monday,11,34,22,1.5454545454545454
"12.974,77.551",Monday,12,15,22,0.6818181818181818
"12.974,77.551",Monday,13,36,22,1.6363636363636365
"12.974,77.551",Monday,14,10,22,0.45454545454545453
"12.974,77.551",Saturday,4,1,22,0.045454545454545456
"12.974,77.551",Saturday,5,1,22,0.045454545454545456
"12.974,77.551",Saturday,7,19,22,0.8636363636363636
"12.974,77.551",Saturday,10,7,22,0.3181818181818182
"12.974,77.551",Saturday,11,25,22,1.1363636363636365
"12.974,77.551",Saturday,12,18,22,0.8181818181818182
"12.974,77.551",Saturday,13,16,22,0.7272727272727273
"12.974,77.551",Sunday,3,4,22,0.18181818181818182
"12.974,77.551",Sunday,4,6,22,0.2727272727272727
"12.974,77.551",Sunday,5,11,22,0.5
"12.974,77.551",Sunday,6,19,22,0.8636363636363636
"12.974,77.551",Sunday,7,19,22,0.8636363636363636
"12.974,77.551",Sunday,8,7,22,0.3181818181818182
"12.974,77.551",Sunday,9,11,22,0.5
"12.974,77.551",Sunday,10,10,22,0.45454545454545453
"12.974,77.551",Sunday,11,43,22,1.9545454545454546
"12.974,77.551",Sunday,12,55,22,2.5
"12.974,77.551",Sunday,13,14,22,0.6363636363636364
"12.974,77.551",Thursday,3,2,21,0.09523809523809523
"12.974,77.551",Thursday,6,17,21,0.8095238095238095
"12.974,77.551",Thursday,7,8,21,0.38095238095238093
"12.974,77.551",Thursday,9,26,21,1.2380952380952381
"12.974,77.551",Thursday,10,12,21,0.5714285714285714
"12.974,77.551",Thursday,11,30,21,1.4285714285714286
"12.974,77.551",Thursday,12,24,21,1.1428571428571428
"12.974,77.551",Thursday,13,2,21,0.09523809523809523
"12.974,77.551",Tuesday,2,6,21,0.2857142857142857
"12.974,77.551",Tuesday,3,11,21,0.5238095238095238
"12.974,77.551",Tuesday,4,1,21,0.047619047619047616
"12.974,77.551",Tuesday,5,16,21,0.7619047619047619
